geneA	geneA.ncbi-id	geneA.ensembl-id	geneB	geneB.ncbi-id	geneB.ensembl-id	geneA.perturbation	geneB.perturbation	assay	cell.line	cellosaurus.id	pmid
VHL	NCBIGene:7428	ENSG00000134086	MAPK10	NCBIGene:5602	ENSG00000109339	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAPK10	NCBIGene:5602	ENSG00000109339	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAPK10	NCBIGene:5602	ENSG00000109339	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAPK10	NCBIGene:5602	ENSG00000109339	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAPK10	NCBIGene:5602	ENSG00000109339	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAPK10	NCBIGene:5602	ENSG00000109339	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAPK9	NCBIGene:5601	ENSG00000050748	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAPK9	NCBIGene:5601	ENSG00000050748	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PLK1	NCBIGene:5347	ENSG00000166851	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	PLK1	NCBIGene:5347	ENSG00000166851	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	HIPK2	NCBIGene:28996	ENSG00000064393	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	HIPK2	NCBIGene:28996	ENSG00000064393	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PRKAA1	NCBIGene:5562	ENSG00000132356	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PRKAA1	NCBIGene:5562	ENSG00000132356	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	EEF2K	NCBIGene:29904	ENSG00000103319	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	EEF2K	NCBIGene:29904	ENSG00000103319	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAP3K8	NCBIGene:1326	ENSG00000107968	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAP3K8	NCBIGene:1326	ENSG00000107968	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	RNASEL	NCBIGene:6041	ENSG00000135828	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	RNASEL	NCBIGene:6041	ENSG00000135828	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MYT1	NCBIGene:4661	ENSG00000196132	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MYT1	NCBIGene:4661	ENSG00000196132	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	CDK11A	NCBIGene:728642	ENSG00000008128	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	CDK11A	NCBIGene:728642	ENSG00000008128	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	CDK11A	NCBIGene:728642	ENSG00000008128	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	CDK11A	NCBIGene:728642	ENSG00000008128	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	VRK3	NCBIGene:51231	ENSG00000105053	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	VRK3	NCBIGene:51231	ENSG00000105053	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAP4K5	NCBIGene:11183	ENSG00000012983	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	MAP4K5	NCBIGene:11183	ENSG00000012983	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	FGFR3	NCBIGene:2261	ENSG00000068078	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	FGFR3	NCBIGene:2261	ENSG00000068078	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	BRD2	NCBIGene:6046	ENSG00000204256	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	BRD2	NCBIGene:6046	ENSG00000204256	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	ALK	NCBIGene:238	ENSG00000171094	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	ALK	NCBIGene:238	ENSG00000171094	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	CAMK4	NCBIGene:814	ENSG00000152495	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	CAMK4	NCBIGene:814	ENSG00000152495	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	HUNK	NCBIGene:30811	ENSG00000142149	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	HUNK	NCBIGene:30811	ENSG00000142149	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	STK40	NCBIGene:83931	ENSG00000196182	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	STK40	NCBIGene:83931	ENSG00000196182	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	PAK6	NCBIGene:56924	ENSG00000137843	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	PAK6	NCBIGene:56924	ENSG00000137843	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PAK3	NCBIGene:5063	ENSG00000077264	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	PAK3	NCBIGene:5063	ENSG00000077264	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PAK3	NCBIGene:5063	ENSG00000077264	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PAK3	NCBIGene:5063	ENSG00000077264	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MYO3B	NCBIGene:140469	ENSG00000071909	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MYO3B	NCBIGene:140469	ENSG00000071909	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	RPS6KA3	NCBIGene:6197	ENSG00000177189	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	RPS6KA3	NCBIGene:6197	ENSG00000177189	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	RPS6KA2	NCBIGene:6196	ENSG00000071242	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	RPS6KA2	NCBIGene:6196	ENSG00000071242	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	BUB1B	NCBIGene:701	ENSG00000156970	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	BUB1B	NCBIGene:701	ENSG00000156970	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	NEK7	NCBIGene:140609	ENSG00000151414	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	NEK7	NCBIGene:140609	ENSG00000151414	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	STK3	NCBIGene:6788	ENSG00000104375	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	STK3	NCBIGene:6788	ENSG00000104375	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	NLK	NCBIGene:51701	ENSG00000087095	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	NLK	NCBIGene:51701	ENSG00000087095	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	ROS1	NCBIGene:6098	ENSG00000047936	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	ROS1	NCBIGene:6098	ENSG00000047936	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	EPHB1	NCBIGene:2047	ENSG00000154928	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	EPHB1	NCBIGene:2047	ENSG00000154928	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	EPHB4	NCBIGene:2050	ENSG00000196411	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	EPHB4	NCBIGene:2050	ENSG00000196411	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	TRRAP	NCBIGene:8295	ENSG00000196367	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	TRRAP	NCBIGene:8295	ENSG00000196367	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PBK	NCBIGene:55872	ENSG00000168078	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	PBK	NCBIGene:55872	ENSG00000168078	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	TNK1	NCBIGene:8711	ENSG00000174292	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	TNK1	NCBIGene:8711	ENSG00000174292	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	TLK1	NCBIGene:9874	ENSG00000198586	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	TLK1	NCBIGene:9874	ENSG00000198586	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	DDR2	NCBIGene:4921	ENSG00000162733	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	DDR2	NCBIGene:4921	ENSG00000162733	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PDK2	NCBIGene:5164	ENSG00000005882	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	PDK2	NCBIGene:5164	ENSG00000005882	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	MELK	NCBIGene:9833	ENSG00000165304	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	MELK	NCBIGene:9833	ENSG00000165304	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	CAMKK1	NCBIGene:84254	ENSG00000004660	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	CAMKK1	NCBIGene:84254	ENSG00000004660	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	STK33	NCBIGene:65975	ENSG00000130413	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	STK33	NCBIGene:65975	ENSG00000130413	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	CLK3	NCBIGene:1198	ENSG00000179335	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	CLK3	NCBIGene:1198	ENSG00000179335	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	AMHR2	NCBIGene:269	ENSG00000135409	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	AMHR2	NCBIGene:269	ENSG00000135409	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	BTK	NCBIGene:695	ENSG00000010671	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	BTK	NCBIGene:695	ENSG00000010671	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	STYK1	NCBIGene:55359	ENSG00000060140	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	STYK1	NCBIGene:55359	ENSG00000060140	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	EIF2AK3	NCBIGene:9451	ENSG00000172071	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	EIF2AK3	NCBIGene:9451	ENSG00000172071	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PDGFRA	NCBIGene:5156	ENSG00000134853	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	PDGFRA	NCBIGene:5156	ENSG00000134853	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
VHL	NCBIGene:7428	ENSG00000134086	TYRO3	NCBIGene:7301	ENSG00000092445	lof_mutation	shRNA	differential viability assay	786-0	CVCL_1051	18948595
VHL	NCBIGene:7428	ENSG00000134086	TYRO3	NCBIGene:7301	ENSG00000092445	lof_mutation	shRNA	differential viability assay	RCC4	CVCL_0498	18948595
