id	category	name	iri
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000197043	biolink:Gene	ANXA6	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000100030	biolink:Gene	MAPK1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000134215	biolink:Gene	VAV3	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000113013	biolink:Gene	HSPA9	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000111859	biolink:Gene	NEDD9	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000165731	biolink:Gene	RET	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000062038	biolink:Gene	CDH3	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000160691	biolink:Gene	SHC1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000145675	biolink:Gene	PIK3R1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000095015	biolink:Gene	MAP3K1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000110092	biolink:Gene	CCND1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000107263	biolink:Gene	RAPGEF1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000196924	biolink:Gene	FLNA	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000105221	biolink:Gene	AKT2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000134250	biolink:Gene	NOTCH2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000145242	biolink:Gene	EPHA5	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000007264	biolink:Gene	MATK	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000185989	biolink:Gene	RASA3	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000132535	biolink:Gene	DLG4	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000165458	biolink:Gene	INPPL1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000188313	biolink:Gene	PLSCR1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000150764	biolink:Gene	DIXDC1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000142273	biolink:Gene	CBLC	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000085063	biolink:Gene	CD59	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000168610	biolink:Gene	STAT3	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000067606	biolink:Gene	PRKCZ	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000136238	biolink:Gene	RAC1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000120875	biolink:Gene	DUSP4	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000095370	biolink:Gene	SH2D3C	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000065361	biolink:Gene	ERBB3	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000011465	biolink:Gene	DCN	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000163932	biolink:Gene	PRKCD	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000105647	biolink:Gene	PIK3R2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000065243	biolink:Gene	PKN2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000127445	biolink:Gene	PIN1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000097007	biolink:Gene	ABL1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000196262	biolink:Gene	PPIA	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000142949	biolink:Gene	PTPRF	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000175387	biolink:Gene	SMAD2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000050820	biolink:Gene	BCAR1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000066468	biolink:Gene	FGFR2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000141738	biolink:Gene	GRB7	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000092377	biolink:Gene	TBL1Y	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000198668	biolink:Gene	CALM1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000004059	biolink:Gene	ARF5	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000164086	biolink:Gene	DUSP7	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000100485	biolink:Gene	SOS2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000162733	biolink:Gene	DDR2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000155090	biolink:Gene	KLF10	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000183734	biolink:Gene	ASCL2	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000171132	biolink:Gene	PRKCE	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000100784	biolink:Gene	RPS6KA5	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000052802	biolink:Gene	MSMO1	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000142875	biolink:Gene	PRKACB	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000107562	biolink:Gene	CXCL12	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000139318	biolink:Gene	DUSP6	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000151422	biolink:Gene	FER	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000062524	biolink:Gene	LTK	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000168374	biolink:Gene	ARF4	
ensembl:ENSG00000146648	biolink:Gene	EGFR	
ensembl:ENSG00000087586	biolink:Gene	AURKA	
ensembl:ENSG00000141510	biolink:Gene	TP53	
ensembl:ENSG00000077264	biolink:Gene	PAK3	
ensembl:ENSG00000141510	biolink:Gene	TP53	
ensembl:ENSG00000101049	biolink:Gene	SGK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000109339	biolink:Gene	MAPK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000050748	biolink:Gene	MAPK9	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000050748	biolink:Gene	MAPK9	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000166851	biolink:Gene	PLK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000166851	biolink:Gene	PLK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000064393	biolink:Gene	HIPK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000064393	biolink:Gene	HIPK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000132356	biolink:Gene	PRKAA1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000132356	biolink:Gene	PRKAA1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000103319	biolink:Gene	EEF2K	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000103319	biolink:Gene	EEF2K	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000107968	biolink:Gene	MAP3K8	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000107968	biolink:Gene	MAP3K8	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135828	biolink:Gene	RNASEL	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135828	biolink:Gene	RNASEL	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196132	biolink:Gene	MYT1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196132	biolink:Gene	MYT1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000008128	biolink:Gene	CDK11A	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000008128	biolink:Gene	CDK11A	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000008128	biolink:Gene	CDK11A	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000008128	biolink:Gene	CDK11A	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000105053	biolink:Gene	VRK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000105053	biolink:Gene	VRK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000012983	biolink:Gene	MAP4K5	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000012983	biolink:Gene	MAP4K5	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000068078	biolink:Gene	FGFR3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000068078	biolink:Gene	FGFR3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000204256	biolink:Gene	BRD2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000204256	biolink:Gene	BRD2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000171094	biolink:Gene	ALK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000171094	biolink:Gene	ALK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000152495	biolink:Gene	CAMK4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000152495	biolink:Gene	CAMK4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000142149	biolink:Gene	HUNK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000142149	biolink:Gene	HUNK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196182	biolink:Gene	STK40	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196182	biolink:Gene	STK40	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000137843	biolink:Gene	PAK6	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000137843	biolink:Gene	PAK6	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000077264	biolink:Gene	PAK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000077264	biolink:Gene	PAK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000077264	biolink:Gene	PAK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000077264	biolink:Gene	PAK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000071909	biolink:Gene	MYO3B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000071909	biolink:Gene	MYO3B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000177189	biolink:Gene	RPS6KA3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000177189	biolink:Gene	RPS6KA3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000071242	biolink:Gene	RPS6KA2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000071242	biolink:Gene	RPS6KA2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000156970	biolink:Gene	BUB1B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000156970	biolink:Gene	BUB1B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000151414	biolink:Gene	NEK7	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000151414	biolink:Gene	NEK7	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000104375	biolink:Gene	STK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000104375	biolink:Gene	STK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000087095	biolink:Gene	NLK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000087095	biolink:Gene	NLK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000047936	biolink:Gene	ROS1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000047936	biolink:Gene	ROS1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000154928	biolink:Gene	EPHB1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000154928	biolink:Gene	EPHB1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196411	biolink:Gene	EPHB4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196411	biolink:Gene	EPHB4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196367	biolink:Gene	TRRAP	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000196367	biolink:Gene	TRRAP	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000168078	biolink:Gene	PBK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000168078	biolink:Gene	PBK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000174292	biolink:Gene	TNK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000174292	biolink:Gene	TNK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000198586	biolink:Gene	TLK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000198586	biolink:Gene	TLK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000162733	biolink:Gene	DDR2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000162733	biolink:Gene	DDR2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000005882	biolink:Gene	PDK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000005882	biolink:Gene	PDK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000165304	biolink:Gene	MELK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000165304	biolink:Gene	MELK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000004660	biolink:Gene	CAMKK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000004660	biolink:Gene	CAMKK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000130413	biolink:Gene	STK33	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000130413	biolink:Gene	STK33	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000179335	biolink:Gene	CLK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000179335	biolink:Gene	CLK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135409	biolink:Gene	AMHR2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135409	biolink:Gene	AMHR2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000010671	biolink:Gene	BTK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000010671	biolink:Gene	BTK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000060140	biolink:Gene	STYK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000060140	biolink:Gene	STYK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000172071	biolink:Gene	EIF2AK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000172071	biolink:Gene	EIF2AK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000134853	biolink:Gene	PDGFRA	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000134853	biolink:Gene	PDGFRA	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000092445	biolink:Gene	TYRO3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000092445	biolink:Gene	TYRO3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065361	biolink:Gene	ERBB3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065361	biolink:Gene	ERBB3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065361	biolink:Gene	ERBB3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065361	biolink:Gene	ERBB3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000178568	biolink:Gene	ERBB4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000178568	biolink:Gene	ERBB4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000206203	biolink:Gene	TSSK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000206203	biolink:Gene	TSSK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000151422	biolink:Gene	FER	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000151422	biolink:Gene	FER	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000118046	biolink:Gene	STK11	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000118046	biolink:Gene	STK11	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135250	biolink:Gene	SRPK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135250	biolink:Gene	SRPK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000160145	biolink:Gene	KALRN	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000160145	biolink:Gene	KALRN	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000101049	biolink:Gene	SGK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000101049	biolink:Gene	SGK2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000008118	biolink:Gene	CAMK1G	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000008118	biolink:Gene	CAMK1G	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000118762	biolink:Gene	PKD2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000118762	biolink:Gene	PKD2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000118762	biolink:Gene	PKD2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000118762	biolink:Gene	PKD2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000105976	biolink:Gene	MET	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000105976	biolink:Gene	MET	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000250506	biolink:Gene	CDK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000250506	biolink:Gene	CDK3	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135446	biolink:Gene	CDK4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135446	biolink:Gene	CDK4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000105810	biolink:Gene	CDK6	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000105810	biolink:Gene	CDK6	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000134058	biolink:Gene	CDK7	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000134058	biolink:Gene	CDK7	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000136807	biolink:Gene	CDK9	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000136807	biolink:Gene	CDK9	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000136807	biolink:Gene	CDK9	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000136807	biolink:Gene	CDK9	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000102225	biolink:Gene	CDK16	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000102225	biolink:Gene	CDK16	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135503	biolink:Gene	ACVR1B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000135503	biolink:Gene	ACVR1B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000150457	biolink:Gene	LATS2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000150457	biolink:Gene	LATS2	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000169032	biolink:Gene	MAP2K1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000169032	biolink:Gene	MAP2K1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000185532	biolink:Gene	PRKG1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000185532	biolink:Gene	PRKG1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000123815	biolink:Gene	COQ8B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000123815	biolink:Gene	COQ8B	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000155111	biolink:Gene	CDK19	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000155111	biolink:Gene	CDK19	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000010810	biolink:Gene	FYN	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000010810	biolink:Gene	FYN	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000164076	biolink:Gene	CAMKV	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000164076	biolink:Gene	CAMKV	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000168038	biolink:Gene	ULK4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000168038	biolink:Gene	ULK4	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000123143	biolink:Gene	PKN1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000123143	biolink:Gene	PKN1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000027644	biolink:Gene	INSRR	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000027644	biolink:Gene	INSRR	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000070808	biolink:Gene	CAMK2A	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000070808	biolink:Gene	CAMK2A	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000115977	biolink:Gene	AAK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000115977	biolink:Gene	AAK1	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065613	biolink:Gene	SLK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065613	biolink:Gene	SLK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065613	biolink:Gene	SLK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000065613	biolink:Gene	SLK	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000175087	biolink:Gene	PDIK1L	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000175087	biolink:Gene	PDIK1L	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000185324	biolink:Gene	CDK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000185324	biolink:Gene	CDK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000185324	biolink:Gene	CDK10	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000185324	biolink:Gene	CDK10	
ensembl:ENSG00000163466	biolink:Gene	ARPC2	
ensembl:ENSG00000134851	biolink:Gene	TMEM165	
ensembl:ENSG00000017260	biolink:Gene	ATP2C1	
ensembl:ENSG00000134851	biolink:Gene	TMEM165	
ensembl:ENSG00000163539	biolink:Gene	CLASP2	
ensembl:ENSG00000120029	biolink:Gene	ARMH3	
ensembl:ENSG00000038532	biolink:Gene	CLEC16A	
ensembl:ENSG00000032389	biolink:Gene	EIPR1	
ensembl:ENSG00000100528	biolink:Gene	CNIH1	
ensembl:ENSG00000188647	biolink:Gene	PTAR1	
ensembl:ENSG00000136152	biolink:Gene	COG3	
ensembl:ENSG00000120029	biolink:Gene	ARMH3	
ensembl:ENSG00000136152	biolink:Gene	COG3	
ensembl:ENSG00000188647	biolink:Gene	PTAR1	
ensembl:ENSG00000136152	biolink:Gene	COG3	
ensembl:ENSG00000138069	biolink:Gene	RAB1A	
ensembl:ENSG00000136152	biolink:Gene	COG3	
ensembl:ENSG00000174903	biolink:Gene	RAB1B	
ensembl:ENSG00000136152	biolink:Gene	COG3	
ensembl:ENSG00000032389	biolink:Gene	EIPR1	
ensembl:ENSG00000164597	biolink:Gene	COG5	
